
1.005451;-0.014315;0.021521;-0.002700;-0.019594;-0.002753;-nan;-nan;-nan;-0.035516;0.187377;-0.981646;-0.908862;-0.414527;-0.000000;0.000000;-50201344.000000;-477701176748347226662906470858752.000000;

1.005886;-0.014139;0.021295;-0.003312;-0.019274;-0.008895;-nan;-nan;-nan;-0.045502;0.184856;-0.981712;-0.886089;-0.461248;-0.045783;-0.461276;0.867801;0.184786;

1.005644;-0.014340;0.021286;-0.005048;-0.018458;-0.007253;-nan;-nan;-nan;-0.045317;0.184699;-0.981750;-0.885906;-0.461584;-0.045946;-0.461646;0.867656;0.184543;

1.005646;-0.014088;0.021539;-0.004332;-0.020094;-0.005147;-nan;-nan;-nan;-0.045349;0.184579;-0.981771;-0.885742;-0.461901;-0.045927;-0.461958;0.867513;0.184436;

1.005646;-0.014112;0.021549;-0.003448;-0.022543;-0.004920;-nan;-nan;-nan;-0.045491;0.184627;-0.981755;-0.885611;-0.462157;-0.045876;-0.462195;0.867366;0.184532;

1.005601;-0.014108;0.021549;-0.004105;-0.022563;-0.004452;-nan;-nan;-nan;-0.045667;0.184658;-0.981741;-0.885453;-0.462468;-0.045799;-0.462481;0.867194;0.184625;

1.005356;-0.014130;0.021309;-0.002992;-0.022329;-0.004685;-nan;-nan;-nan;-0.045818;0.184683;-0.981730;-0.885338;-0.462694;-0.045723;-0.462685;0.867068;0.184706;

1.005114;-0.014381;0.021300;-0.002120;-0.021845;-0.005620;-nan;-nan;-nan;-0.045882;0.184708;-0.981722;-0.885261;-0.462843;-0.045708;-0.462826;0.866983;0.184751;

1.005352;-0.014367;0.021056;-0.002776;-0.021644;-0.005152;-nan;-nan;-nan;-0.045974;0.184702;-0.981719;-0.885157;-0.463046;-0.045666;-0.463016;0.866876;0.184778;

1.005352;-0.014347;0.021056;-0.003840;-0.022399;-0.003045;-nan;-nan;-nan;-0.046248;0.184669;-0.981712;-0.885004;-0.463359;-0.045470;-0.463282;0.866716;0.184862;

1.005354;-0.014127;0.021309;-0.004278;-0.020846;-0.003040;-nan;-nan;-nan;-0.046458;0.184524;-0.981729;-0.884833;-0.463702;-0.045284;-0.463586;0.866563;0.184816;

1.005358;-0.014379;0.021782;-0.003863;-0.020574;-0.004211;-nan;-nan;-nan;-0.046572;0.184401;-0.981747;-0.884683;-0.463998;-0.045185;-0.463860;0.866431;0.184746;

1.005599;-0.014374;0.021538;-0.002310;-0.020554;-0.004631;-nan;-nan;-nan;-0.046654;0.184295;-0.981763;-0.884595;-0.464174;-0.045098;-0.464021;0.866359;0.184682;

1.005837;-0.014417;0.021052;-0.000179;-0.022857;-0.007919;-nan;-nan;-nan;-0.046586;0.184483;-0.981731;-0.884602;-0.464147;-0.045244;-0.464014;0.866334;0.184817;

1.005597;-0.014612;0.021285;-0.001959;-0.022870;-0.007686;-nan;-nan;-nan;-0.046536;0.184661;-0.981700;-0.884539;-0.464251;-0.045397;-0.464138;0.866240;0.184944;

1.006082;-0.014582;0.021281;-0.001433;-0.022318;-0.004872;-nan;-nan;-nan;-0.046671;0.184688;-0.981688;-0.884486;-0.464361;-0.045312;-0.464227;0.866175;0.185026;

1.005839;-0.014616;0.021283;-0.000068;-0.018320;-0.004858;-nan;-nan;-nan;-0.046653;0.184429;-0.981738;-0.884485;-0.464373;-0.045205;-0.464230;0.866224;0.184789;

1.005596;-0.014407;0.021296;-0.001709;-0.018431;-0.007671;-nan;-nan;-nan;-0.046433;0.184289;-0.981775;-0.884432;-0.464459;-0.045355;-0.464353;0.866207;0.184557;

1.005601;-0.014111;0.021791;-0.006378;-0.018703;-0.006736;-nan;-nan;-nan;-0.046289;0.184131;-0.981811;-0.884194;-0.464898;-0.045501;-0.464820;0.866006;0.184327;

1.005601;-0.014123;0.021791;-0.005267;-0.019588;-0.006739;-nan;-nan;-nan;-0.046181;0.184037;-0.981834;-0.883999;-0.465256;-0.045630;-0.465202;0.865833;0.184175;

1.005356;-0.014113;0.021551;-0.003234;-0.020286;-0.005802;-nan;-nan;-nan;-0.046171;0.183961;-0.981849;-0.883879;-0.465483;-0.045650;-0.465431;0.865728;0.184091;

1.005596;-0.014117;0.021307;-0.004110;-0.021659;-0.004870;-nan;-nan;-nan;-0.046283;0.183948;-0.981846;-0.883721;-0.465786;-0.045607;-0.465720;0.865567;0.184117;

1.005837;-0.014127;0.021063;-0.004756;-0.019906;-0.004396;-nan;-nan;-nan;-0.046363;0.183794;-0.981871;-0.883537;-0.466143;-0.045537;-0.466062;0.865408;0.184000;

1.005596;-0.014149;0.021307;-0.004573;-0.019172;-0.006034;-nan;-nan;-nan;-0.046294;0.183649;-0.981901;-0.883365;-0.466462;-0.045596;-0.466393;0.865266;0.183824;

1.005596;-0.014389;0.021296;-0.003057;-0.020664;-0.007445;-nan;-nan;-nan;-0.046182;0.183666;-0.981903;-0.883258;-0.466650;-0.045745;-0.466607;0.865161;0.183776;

1.005839;-0.014343;0.021294;-0.003216;-0.020538;-0.005101;-nan;-nan;-nan;-0.046238;0.183583;-0.981916;-0.883136;-0.466886;-0.045704;-0.466834;0.865052;0.183717;

1.005599;-0.014378;0.021538;-0.003242;-0.021618;-0.005807;-nan;-nan;-nan;-0.046283;0.183604;-0.981910;-0.883015;-0.467113;-0.045722;-0.467057;0.864925;0.183744;

1.005599;-0.014606;0.021527;-0.002778;-0.020970;-0.005336;-nan;-nan;-nan;-0.046339;0.183559;-0.981916;-0.882910;-0.467313;-0.045692;-0.467249;0.864826;0.183721;

1.005597;-0.014621;0.021285;-0.002127;-0.022059;-0.005808;-nan;-nan;-nan;-0.046404;0.183612;-0.981903;-0.882833;-0.467459;-0.045691;-0.467389;0.864736;0.183791;

1.005350;-0.014660;0.020803;-0.001991;-0.022148;-0.009090;-nan;-nan;-nan;-0.046234;0.183801;-0.981875;-0.882774;-0.467545;-0.045954;-0.467518;0.864649;0.183872;

1.005354;-0.014584;0.021287;-0.002807;-0.019582;-0.006738;-nan;-nan;-nan;-0.046137;0.183712;-0.981897;-0.882673;-0.467727;-0.046037;-0.467717;0.864570;0.183737;

1.005596;-0.014345;0.021296;-0.002309;-0.020554;-0.004631;-nan;-nan;-nan;-0.046229;0.183611;-0.981911;-0.882584;-0.467905;-0.045942;-0.467876;0.864495;0.183683;

1.005354;-0.014368;0.021298;-0.001207;-0.023665;-0.004454;-nan;-nan;-nan;-0.046455;0.183727;-0.981879;-0.882537;-0.468005;-0.045817;-0.467943;0.864416;0.183887;

1.005352;-0.014406;0.021056;-0.002603;-0.021567;-0.007026;-nan;-nan;-nan;-0.046412;0.183793;-0.981869;-0.882446;-0.468167;-0.045923;-0.468119;0.864315;0.183916;

1.005351;-0.014124;0.021067;-0.001026;-0.021360;-0.006556;-nan;-nan;-nan;-0.046393;0.183827;-0.981863;-0.882414;-0.468223;-0.045968;-0.468181;0.864277;0.183934;

1.005592;-0.013847;0.020834;-0.002061;-0.023504;-0.003047;-nan;-nan;-nan;-0.046712;0.183880;-0.981838;-0.882328;-0.468407;-0.045746;-0.468311;0.864166;0.184123;

1.005354;-0.014122;0.021309;-0.002267;-0.022707;-0.002576;-nan;-nan;-nan;-0.047033;0.183853;-0.981828;-0.882232;-0.468612;-0.045489;-0.468460;0.864061;0.184241;

1.005356;-0.014397;0.021540;-0.001423;-0.020390;-0.004913;-nan;-nan;-nan;-0.047092;0.183749;-0.981845;-0.882179;-0.468721;-0.045408;-0.468554;0.864024;0.184172;

1.005354;-0.014625;0.021287;-0.001909;-0.022795;-0.005859;-nan;-nan;-nan;-0.047177;0.183854;-0.981821;-0.882110;-0.468850;-0.045410;-0.468675;0.863932;0.184299;

1.005594;-0.014629;0.021043;-0.004831;-0.021877;-0.006795;-nan;-nan;-nan;-0.047160;0.183931;-0.981807;-0.881931;-0.469175;-0.045533;-0.469014;0.863739;0.184341;

