
-0.033615;0.998511;0.029481;-0.003478;-0.022275;-0.003665;-nan;-nan;-nan;0.627929;-0.774986;0.071432;-0.015166;-0.103951;-0.000000;0.000000;-99106720.000000;-0.000000;

-0.032950;0.999056;0.029702;-0.001880;-0.020237;-0.002768;-nan;-nan;-nan;0.967841;-0.241223;0.071386;0.050720;-0.090829;-0.994574;0.246398;0.966210;-0.075673;

-0.032949;0.998574;0.029680;-0.001163;-0.021200;-0.000897;-nan;-nan;-nan;0.968286;-0.239541;0.071007;0.050552;-0.090490;-0.994614;0.244676;0.966660;-0.075511;

-0.033192;0.998294;0.029671;-0.002990;-0.022710;-0.002075;-nan;-nan;-nan;0.968754;-0.237727;0.070721;0.050446;-0.090323;-0.994634;0.242840;0.967123;-0.075508;

-0.033434;0.998283;0.029673;-0.001701;-0.021733;-0.004180;-nan;-nan;-nan;0.969190;-0.235976;0.070619;0.050538;-0.090096;-0.994650;0.241076;0.967573;-0.075394;

-0.033437;0.998535;0.029442;-0.000172;-0.022125;-0.005352;-nan;-nan;-nan;0.969625;-0.234183;0.070611;0.050754;-0.089768;-0.994669;0.239273;0.968039;-0.075155;

-0.033196;0.998572;0.029198;-0.004359;-0.022445;-0.003246;-nan;-nan;-nan;0.970072;-0.232379;0.070427;0.050718;-0.089734;-0.994674;0.237461;0.968477;-0.075262;

-0.033922;0.998786;0.029457;-0.003479;-0.021303;-0.003943;-nan;-nan;-nan;0.970490;-0.230662;0.070315;0.050761;-0.089645;-0.994679;0.235738;0.968896;-0.075291;

-0.033924;0.998795;0.029215;-0.000575;-0.022415;-0.003711;-nan;-nan;-nan;0.970928;-0.228855;0.070177;0.050843;-0.089317;-0.994705;0.233911;0.969354;-0.075085;

-0.033194;0.998785;0.029451;-0.001694;-0.020402;-0.004175;-nan;-nan;-nan;0.971321;-0.227207;0.070086;0.050935;-0.089090;-0.994720;0.232251;0.969763;-0.074963;

-0.033192;0.998536;0.029682;-0.002171;-0.020133;-0.005347;-nan;-nan;-nan;0.971702;-0.225571;0.070094;0.051111;-0.088927;-0.994726;0.230614;0.970160;-0.074881;

-0.033435;0.998547;0.029684;-0.002637;-0.021224;-0.005819;-nan;-nan;-nan;0.972099;-0.223842;0.070135;0.051318;-0.088810;-0.994726;0.228890;0.970571;-0.074845;

-0.033679;0.998572;0.029444;-0.003036;-0.021071;-0.004178;-nan;-nan;-nan;0.972496;-0.222138;0.070045;0.051387;-0.088694;-0.994733;0.227180;0.970973;-0.074839;

-0.033439;0.999027;0.029222;-0.002816;-0.019276;-0.004640;-nan;-nan;-nan;0.972855;-0.220574;0.070002;0.051496;-0.088565;-0.994738;0.225614;0.971341;-0.074802;

-0.033682;0.998788;0.029223;-0.001709;-0.019929;-0.004876;-nan;-nan;-nan;0.973222;-0.218956;0.069977;0.051647;-0.088353;-0.994749;0.223989;0.971726;-0.074679;

-0.033971;0.998511;0.028972;-0.002676;-0.019818;-0.007689;-nan;-nan;-nan;0.973573;-0.217325;0.070187;0.052009;-0.088269;-0.994738;0.222377;0.972100;-0.074633;
